label;text
0;Jehněčí na víně 
1;Pekáček s obří cuketou
1;Sýrový krém s pažitkou a červeným pepřem
0;Telecí paštika pod ovocným želé
1;Krémová polenta s mascarpone
1;Sýrové cuketové placičky
1;Červená řepa s česnekem
0;Telecí řízky v hrubé strouhance
1;Vejce Benedikt v bagetě
1;Ožehnuté mrkve s vlašskými ořechy a pomerančem
0;Pečené vepřové ocásky s kedlubnovým zelím
0;Jehněčí na tymiánu
1;Vaječné bagetky
0;Pomalu pečená hovězí žebra
1;Bageta s vejcem a avokádem
0;Balzamikové jehněčí na rozmarýnu
0;Rozmazlený králík
1;Houbovo-tymiánové rizoto z trouby
0;Segedínský guláš podle Ondřeje Slaniny
1;Šalotkový tarte Tatin
1;Květák a brokolice v Hrašce
1;Špecle se šalvějí
1;Sklenička feta
1;Kuskus s haloumi a ztraceným vejcem
0;Vepřová žebra na pivu a zelno-jablkový salát
0;Cordon Bleu
1;Orientální rizoto
1;Bramborové placky
0;Králičí ragú s mandlovou nádivkou podle Tita Eliáše
0;Perfekní pečené jehněčí
1;Fíky & mozzarella
0;Burgery plněné čedarem & se zelným salátkem a smaženou šalotkou
1;Grilované ovocné balíčky
1;Květáková rýže
0;Hovězí burgery
0;Empanadas de morocho s chilli omáčkou ají
0;Králík na česneku s bramborovými noky
0;Srbské rizoto
1;Šťouchané brambory s pečeným česnekem
1;Farfalle se žlutou paprikou
0;Masový závin s tymiánem
0;musaka jadranská
0;Masové kuličky a fazole v rajčatové omáčce
0;Mleté maso s bramborami a špenátem
0;Švédské masové kuličky ve smetanové omáčce
0;Vepřové vindaloo
1;Pečená zimní zelenina s kozím sýrem
0;Obalované králičí řízky
1;Brambory zapečené se žampiony a mascarpone
1;Omeleta Arnolda Bennetta
0;Hotdogy s rajčatovou salsou
1;Zapékané brambory se zeleninou
1;Tvarůžková jablíčka
1;Opékané cukety
0;Rajská sekaná
0;Krůtí sekaná
1;Rychlé plněné placky
0;Hovězí pod pastinákem
1;Zapečené gnocchi
0;Pečené masové kuličky s houbami a česnekem
1;Bulky s medvědím česnekem
0;Singapurské nudle
1;Rajčatová esence
1;Bramboráčky z trouby
0;Plněné vinné listy
0;Thajské červené kari s lososem
1;Pětizrnná kaše
1;Skotská vejce
1;Celerový gratin
1;Glazované tofu s nakládanou zeleninou
1;Těstoviny s krémem z karotky
1;Veganský wellington
0;Zapečené vrstvené zelí s mletým masem
1;Kroupové rizoto & žampiony
0;Jehněčí v pistáciovo-citronové krustě
0;Klobásková variace
0;Vepřové ‚buffalo‘ uši s omáčkou z modrého sýra
1;Nové brambory s česnekovým máslem
0;Hovězí s koprovou omáčkou
0;Kotlety s kaki zavařeninou
0;Rychlé nudle s brokolicí a masem
1;Těstoviny al dente s opečeným lilkem
0;Hovězí líčka na víně s bramborovou kaší
1;Květákové placičky
1;Casserole s klobásou a rajčaty
1;Zapečené špenátové palačinky
0;Asijský bůček v housce
0;Milánská kotleta
0;Hovězí pečeně s červenou řepou a křenem
1;Tataráček ze zeleného chřestu a avokáda
1;Caprese
1;Kaše s mascarpone a tymiánem
1;Zapečená ricotta s polevou a švestkami
0;Kotlety s pestem
1;Grilované avokádo s pikantním hummusem a jogurtovou omáčkou s tahini
1;Plněné lilky s rajčaty
0;Grilovaná kotleta s batátovými hranolky a jablečnou omáčkou
0;Jehněčí plec nadivoko s domácími papardelle
0;Ostré vepřovo-ananasové špízy
1;Rizoto s pečeným česnekem a pestem
1;Smažená mozzarella s pikantní omáčkou
1;Olivová tapenáda s rozpečeným sýrem
0;Boeuf bourguignon podle Julie Child
1;Pórkové koláčky se sýrem
0;Vepřová kotleta
0;Pečená vepřová žebírka s jablečným křenem
0;Valašské škračky
1;Rýže z Ghany
1;Grilovaná zelenina z trouby
0;Pečený vepřový bůček s žemlovou nádivkou
1;Bramborové oříšky
0;Dršťky po kreolsku
1;Zapečené brambory s dijonskou hořčicí
0;Miniburgery s kimči majonézou
0;Stroganoff
0;Vepřové s jablky
1;Zapečený fenykl
1;Těstoviny se špenátem a  modrým sýrem
0;Vepřové kotletky se slaninovými ředkvičkami
1;Papriky s čočkou a vejci
1;Terina s dýní
0;Svíčková ze zvěřiny
0;Bochánky na páře s vepřovým bůčkem
1;Egg nog
0;Daňčí steak v jalovci a bylinkách
0;Játra na cibulce
1;Sýrovo-šunková roláda s modrým sýrem
0;Koložvárska kapusta (zelí)
1;Křupavé nové brambůrky
1;Plněné pečené brambory s pancettou a hráškem
1;Obalovaná vejce
0;Pečený ocásek na česneku se strapačkami
0;Spaghetti bolognese
0;Gulášová polévka z líček
0;Vepřová pánvička s arašídy
1;Pastináková kaše s jablky
0;Půlnoční maso
1;Těstoviny s dýní a mozzarellovým máslem
0;Hovězí na česneku se špenátem
1;Salát s ostružinami a řepou dvou barev
1;Plněná cuketa
1;Huevos rancheros
1;Chřest s tuňákovou omáčkou (à la vitello tonnato)
0;Jitrnice
0;Jehněčí kuličky s bramborami
0;Vepřové s hořčicí a rozmarýnem
1;Horký hummus se sezamovými semínky
1;Tofu v těstíčku
0;Masové koule & brambory v kysaném zelí
1;VIDEO: Španělská omeleta
0;Jelení medailonky ve slanině s hranolky
0;Luxusní cheeseburger
0;Steak s argentinským pestem
0;Cuketa plněná masem a houbami
1;Plněné vejce s bylinkami
1;Čínská pánvička se zeleninou a oříšky kešu
1;Mladá karotka se sezamem
0;Domácí světlá tlačenka
0;Vepřové špízy s koriandrem
0;Opilá zvěřina se sýrovou polentou
1;Kuba z čerstvých hub se škvarky
0;Medové uzené s bulgurem
0;Kofty se zelným salátem
1;Koláčky se špenátem a fetou
1;Křupavá snídaně z pánve (hash brown)
0;Terina z oháňky a líček
1;Španělská vejce
1;Omeleta s černou ředkví
1;Těstoviny s krémem z ricotty se špenátem
0;Vepřové kotlety s pomeranči
1; Salát z pečené mrkve
1;Opulentní smaženky
1;Smažený hermelín s americkýma bramborama
0;Kůzlečí ragú v mléce
0;Izraelská hamshuka
1;Bramborové věnečky
0;Vepřový šašlik s ředkvičkovým dipem
1;Succotash s grilovanou polentou
0;Turecký jehněčí pilaf
1;Grilovaný sýr s bylinkami
1;Ledový salát se ztraceným vejcem
1;Bramborové kopečky podle Sandtnerové
0;Špízy s bílým sýrem na rozmarýnu
0;Jemné masové kuličky se špenátem
1;Špenátový koláč
1;Grilované plněné papriky
0;Kotlety s kapustovou kaší a asijskou omáčkou s jablky
0;Krkovice na šalotkách
0;Vepřový burger s ananasem
1;Cuketové želé s citronem a zázvorem
1;Broskvovo-malinový krambl
1;Šafránové rizoto s glazovanou mrkvičkou
0;Plněné uzlíčky
0;Hovězí steak na pepři s bramborovými rösti
0;Moravský vrabec se špenátem
0;Kotlety s červeným zelím
1;Domácí tavený sýr z tvarohu
0;Hovězí karbanátky s nivou
0;Španělská šunka
1;Smažený květák & domácí tatarská omáčka
0;Živáňská pečeně z krkovice
0;Coniglio alla cacciatora (králík po myslivecku)
1;Obalované kapustičky
1;Mozzarella ve vinném listu
1;VIDEO: Prstíky s čokoládou
1;Mačkané brambory z plechu
1;Sýrová mísa s nakládanými fíky
0;Kůzlečí řízky s dipem
1;Sklenička mozzarella
0;Snadná domácí slanina
1;Gratinované brambory
1;Sýrová roláda s uzeným lososem a řeřichou
0;Vepřové ossobuco s křenovou gremolatou a šťouchanými brambory
1;Palačinky se špenátem
0;Opékané kotlety se skořicovými jablky
0;Pečínka v seně
1;Smetanovo-houbové gnocchi
0;Pečená žebírka v javorové marinádě
0;Hovězí burritos
0;Pikantní pečená žebírka
0;Rychlé marocké masové kuličky
1;Zapečená ricotta
0;Opékané hovězí se zeleninou
1;Pečená cuketa k chlebu
1;Bramboráky od Rýna
0;Kuřecí paličky se salátem coleslaw
1;Brambory v sýrovém bešamelu
1;Plněné pečené brambory s česnekem a bylinkami
1;Dýňový pilaf s houbami a gorgonzolou
0;Vepřová žebírka
1;Vejce Benedikt s holandskou omáčkou
1;Červená řepa po burgundsku
0;Drůbeží paštika se želé z portského vína
1;Zeleninové rizoto
0;Pikantní klobásky
1;Kari rýže s kuřetem
1;Křupavé sýrové jalapeños
1;Základní rizoto z trouby
1;Grilované cukety s opečenou rybou
1;Salsa criolla
1;Hummus
0;Vepřové medailonky s camembertem
0;Vepřové špalíky s pancettou a pečenými bramborami
1;Celozrnné bramborovo-špaldové noky
0;Špagetová dýně plněná ve stylu tacos
0;Sendvič s masovými kuličkami
1;Rajčatovo-fenyklový gratin
1;Zapečená vejce se šunkou
1;Ricotta s balzamikovým octem a rajčátky
0;Hovězí ruličky plněné mozzarellou
0;Hovězí filet pečený na hořčici se smetanovými houbami
1;Pečené kaštany s rozmarýnem
1;Zeleninové košíčky zapečené s kozím sýrem
0;Pikantní jatýrka
1;Česnekové cuketky
1;Omeleta à la pizza
1;Gratinovaný špenát
1;Vajíčka s ančovičkou
1;Vinný zabaglione s ovocem
0;Steak s béarnskou omáčkou
0;hovezi steak s bylinkovym maslem
1;Škubánky s mákem a rumovými švestkami
0;Wrap s chorizem & vejce
0;Ossobuco po čínsku
1;Mrkvovo-rýžový závin s mandlemi
0;Zadělávané dršťky
1;Smažené celerové placky se sýrem
1;Kmínové pečené papriky s rajčaty a olivami
1;Vánoční zelňačka
0;Vepřové medailonky nasladko
1;Míchaná vejce po asijsku
1;Rajské zapečené brambory
0;Pečená jehněčí kýta s ančovičkami
1;Sýrové tyčinky se slaninou
0;Mleté maso s pečenými bramborami
1;Květákové kari s vejci
0;Dušená cizrna s uzeným
1;Aloo gobi neboli květák a brambory
0;Hovězí roštěnec se sladkými cibulkami a pečeným česnekem
1;řepné burgery
0;Balzamikový bůček s karamelizovanými jablky
0;Domácí škvarky
1;Zapečená vejce se sýrem
1;Zapečené palačinky se špenátem a rajčaty
0;Uzené kolínko pečené s bramborem
0;Jehněčí v sezamovo-jogurtové marinádě
1;Elotes (mexická grilovaná kukuřice)
1;Cuketové špagety s pistáciovým pestem
1;Špízy dýně & tofu
0;Ossobuco
0;Kotleta se šťouchanými bramborami a kapustičkami
1;Bleskové zelené kari
0;Vepřové kotlety na houbách
0;Segedínský guláš se zakysanou smetanou
1;VIDEO: Francouzská omeleta
1;Houbové arancini
1; Sýrové suflé s muškátovým oříškem
1;Cukeťáky - cuketové bramboráky
1;Cizrnový salát s vejci a rybičkami
0;Letní zelenina se šunkou a polentou
1;Vietnamské závitky
1;Reliš z červeného rybízu a cibule
1;Salát z černé rýže s naklíčeným hrachem
1;Pečený sýr s fíky a vlašskými ořechy
1;Rýžový pudink s karamelovými jablky
1;Bramborové knedlíky se švestkami
1;Kapusta zapékaná s bramborami a sýrem
1;Rajčata zapékaná s kozím sýrem a olivami
0;Jehněčí kebab
0;Rychlé kari
0;Sendvič s flank steakem
1;Salát z divoké rýže
1;Pečená jižní zelenina
1;Vejce v housce
1;Vegetariánská rýže po indicku
1;Bramboráky s uzeným masem
0;Pečená šunka
0;Skvělý steak
0;Vydatné klobásky
0;Svíčková
1;Rýžový salát à la děda Houser
1;Zelný koláč s rozinkami
1;Sýrové suflé s parmazánovou kůrčičkou
0;Orientální karbanátky
0;VIDEO: Vepřové se sladkou kůrčičkou a kuskusem
0;Montrealský pekáč ve stylu surf’n’turf
1;Mrkev s máslovou glazurou
1;Rukolové osvěžení
0;Telecí ragú s křenem
1;Frittata z trouby s květákem
1;Bramborový salát ze Středomoří
1;Rizoto s liškami
0;Vepřové špízy s pestem a rajčetem
0;Vepřová roláda s bramborovou kaší
1;Ovocné nigiri
1;Kořeněné batátové placičky
0;Pečený bůček s bochánky vařenými v páře
1;VIDEO: Zapečené kapustičky v krémové omáčce
0;Hovězí maso po asijsku s mátou a koriandrem
1;Zeleninové kari s jablkem
0;Zapečené vepřové na pivě s toustíky
1;Hráškové výhonky s rýží
0;Jehněčí s krustou z javorového sirupu a pepře
1;Zázvorové nudle s houbami
1;Zapečená ztracená vejce
1;Raclette s ovocem a ořechy
1;Rychlé ratatouille s balzamikovým octem
0;Bramborový guláš s krůtou a paprikou
1;Glazované šalotky na víně
0;Kančí guláš podle staročeského receptu
1;Marinovaná mozzarella
1;Vejce z kokotky
0;Klasický irský hrnec
1;Gratinované brambory se šalotkou a parmazánem
0;Vepřová kýta na šlehačce
1;Kofty s tahini omáčkou a květákovou rýží
0;Domácí klobásky krok za krokem
1;Quesadilly s kadeřávkem
0;Medový bůček na špaldovém salátu
1;Bleskové grilované pizzy s čerstvým sýrem
0;Voňavé vepřové s fenyklovým salátem
0;Nádivka s uzeným bůčkem a jarními bylinkami
1;Bramborový krém s pošírovaným vejcem a liškami
1;VIDEO: Rizoto s houbami a sýrem
1;Polentové lasagne
0;Vepřová panenka v bylinkách s pečenou zeleninou
1;Křenové bramboráky s křenovou smetanou
1;Knedlíky s vejci & rychlonakládačky
0;Vepřové špízky a arašídy & okurková salsa
0;Srnčí ragú se žampiony
0;Hovězí maso s hráškem
1;Cuketová čalamáda
0;Česnekové roštěnky
0;Středomořský hrnec s cuketovými knedlíčky
0;Lepkavá žebírka se salátem coleslaw a salsou
0;Bifteki se zeleninovou rýží
1;Opilé ovoce
1;Sladkobramborové hranolky s pikantním dipem
0;Loupaná plec s bramborovou kaší
1;Smažená rýže s kimči
1;Rychlý špenát
1;Olivové "miniburgery"
0;Jehněčí kotletky s římským kmínem na čočkovém salátu
0;Vepřové kotlety s kukuřičným pyré
1;Nejjednodušší rizoto s plody moře na světě
1;Rizoto s červenou řepou
1;Pikantní linguine s houbami
0;Koláč s telecím masem a houbami
1;Rýžový salát se zeleninou
0;Vepřo knedlo zelo podle Václava Friče
0;Steak s citronem & bramborovým salátem
1;Kozí sýr s ořechovou krustou
0;Hovězí pečeně s hořčično-křenovou šťávou
1;Pečená ricotta s olivami a tymiánem
0;Šťavnatý klobáskový sendvič
1;Marinovaný panýr s kokosovou raitou a grilovaným chlebem naan
1;Žitné noky
1;Špenátová hnízda
0;Vepřové kotlety s fazolemi na víně
0;Svíčková se žemlovými knedlíky
1;Sezamovo-zázvorové špízy s tofu a šiitake
1;Rychlé rizoto
1;Cukety s orzem a kozím sýrem
1;Grilovaný pórek s oříškovou zálivkou
1;Kuba s dvojími houbami
0;Dušené jehněčí s šalotkami a cibulkou
0;Vepřové se sušenou šunkou a šalvějí
0;Thajské burgery s batáty & ananasovou salsou
1;Desetiminutové tortellini
0;Bleskové zapečené maso
1;Marocký tažin
0;Eintopf s uzeným a kapustou
1;Pečené batáty se sójovou omáčkou
0;Jehněčí hřebínek v bylinkovém kabátku
0;Skandinávské kuličky s okurkovým salátem
0;Králík na bílém víně se zeleninou a olivami 
1;Krémový zapečený fenykl
1;Zelenina z plechu
1;Kapustové karbanátky s bramborovo-sýrovou kaší
0;Krkovice se zelným salátem
0;Kůzlečí pečeně na másle s estragonem a bramborami
0;Vepřové maso na víně a bylinkách
1;Pečené broskve s růžovou vodou
0;Hovězí na pivu s čedarovými knedlíčky
1;Houbové škvarky
0;Kořeněná vepřová pečínka na medu
0;Bůček s bramborami
1;Türlü aneb ratatouille po turecku
0;Opékané brambory s klobáskami a křenovou remuládou
1;Pálivá rýže z jediné pánve
0;Jehněčí burger s mozzarellou
1;Vejce & brambory
0;Masový sendvič
1;Tousty s míchanými vejci a zeleným chřestem
1;Krémový špenát s pečenými knedlíky
1;Jarní toust
0;Maso v krustě z ovesných vloček
0;Pořádná kotleta s jablečným relišem s chilli
1;Cibulové briošky
1;Pastinákový salát s oříšky a pivní zálivkou
1;Cuketové lívanečky s ricottou
0;Hovězí loupaná plec v mrkvi
1;Křupavé brambůrky s česnekem a šalvějí
0;Vídeňský telecí řízek s bramborovým salátem
0;Jehněčí kýta s jarní zeleninou a mátovou omáčkou
1; Bramborové košíčky s vejcem
1;Pečený květák
1;Torteliny recept
1;Zeleninové a bramborové špízy na rozmarýnu
0;Vepřové sweet and sour
1;Cannelloni s ricottou a kadeřávkem
0;Kachní stehna dušená se zeleninou
0;Hovězí jazyk po pekingsku
0;Kořeněná kotleta s rýží
1;Nakládaný hermelín José v lázních
1;Lehké krémové rizoto s hráškem a parmazánem
1;Gratinované brambory Dauphinoise
1;Houbovec z Krkonoš
1;Brokolice s chilli strouhankou
1;Stir fry z ledového salátu s pikantním tofu
0;Pomalu pečený bůček s bramborami boulangère
1;Batátové noky s ricottou
0;Casserole s klobásou a rajčaty
0;Wok s brokolicí a omáčkou z černých fazolí + hovězí steak
0;Hovězí v sójové marinádě
0;Moravský vrabec se špenátem a bramborovým knedlíkem
1;Jarní závitky z rýžových placiček
0;Vepřové ossobuco s pomerančovou gremolatou a mrkvovým pyré
0;Grilované vepřové kolínko na asijský způsob
0;Steak na cibulce
1;Sladká rýže a zabaglione ze švestkového vína
1;Těstoviny s lehkou cuketovou omáčkou
1;Zapečené houby s vejci
0;Paštika s cibulovou marmeládou
0;Vepřová pečeně s medovou krustou
1;Libanonská musaka
1;Řecký rýžový salát
1;Kapustové karbanátky se ztraceným vejcem
0;Roastbeef
0;Kotletky se sýrem a bramborami
0;Vepřové kuličky s fenyklem a gremolatou
0;Masové koule & brambory v kysaném zelí
0;Reuben dog
1;Kynuté bramborové knedlíky
1;Karotkový pilaf
1;Špenátové závitky
0;Výpečky po formansku
1;Zeleninové kari
1;Tandoori květák s rýžovým salátem
0;Utopené špízky
1;Bramborová kaše s cibulkou
1;Omeletové zeleninové rolky
1;Krémová bramborová kaše s čedarem
1;Jeruzalémský hummus
0;Dvojitý burger
1;Špenátové kuličky s mátovým dipem
1;Raclette z trouby s celerovou remuládou
1;Salát Niçoise
1;Provensálský dýňový tian
1;Zelené kari s tofu a rýžovými nudlemi
1;Bramborákové vafle s houbami
0;Selečí kolínka na pivě
0;Jehněčí plátky s rajčaty a olivami
0;Výpečky/vrabec 
0;Navinulá cibule s vepřovým
1;Rýžový kuba s ořechovým olejem
1;Rolky z ředkve daikon
0;Šátečky 
1;Žampionový dhansak
0;Jehněčí s citronem
1;Středomořský hrnec s cuketovými knedlíčky
1;Rizoto s hráškovým pestem
0;Masové kuličky se smetanovou omáčkou
0;Utopenci
1;Zelenina na kuskusu s broskvovou omáčkou
0;Řízky se šalvějí a prosciuttem obalované v quinoe
0;Svíčkové řezy se šťouchanými bramborami
1;Čokoládové fondue s čerstvým ovocem
0;Nadýchané řízky
0;Grilované jehněčí kotletky
1;Rýže po indicku
1;Brambůrky s kyselou smetanou
1;Pečené fíky s javorovým sirupem
0;Karbanátky s lilkem
0;Biftek s pepřovou omáčkou
0;Pečené koleno
0;Francouzské vepřové ragú
0;Svíčková po italsku s tyrolským knedlíkem
0;Kořeněný dhal z červené čočky + jehněčí maso
0;Panenky s javorovým sirupem
1;Lilkové rolky s ricottou & omáčka z pečené papriky
0;Steak na červeném víně
1;Pralinky z ricotty a pistácií
0;Chateaubriand pečený v solné krustě s bylinkami
1;Vaječné lodičky
1;Nákyp s hráškem a slaninou
1;Bramborová buchta s mandlemi
1;Palak Aloo
1;Brambory s vejci
1;Pečený česnek
0;Tyrolský eintopf
0;Hovězí pečeně po cikánsku
0;Jehněčí kotlety
1;Perfektní smažené brambůrky
0;Terinka z vepřového masa
0;Köttbullar se smetanovou omáčkou - švédské masové kuličky
0;Vepřové na pomerančích
1;Krekry s řepovým pestem
0;Vepřová krkovice s čočkovým salátem
1;Rýžové nudle s kuřecím masem a tofu
0;Hovězí guláš s kapií
1;Olomoucké 
0;Vepřové špízy s bramborami
1;Květákový mozeček
1;Špenátové balíčky
0;Jemné pastýřské koláčky
0;Kůzlečí pečeně s bramborami
1;Pohanka s rajčatovou omáčkou
1;Génoise s ovocem (Génoise aux fruits)
1;Palačinky s ricottou zapékané s rajčatovou omáčkou
0;Šavarma z telecího masa
0;Guláš
1;Bramborové řízky
1;Pečené bramborové plátky a glazované zelíčko pak čoi
1;Bramborová kaše s medovou hořčicí
1;Ratatouille s kozím sýrem a bylinkovou drobenkou
1;Křupky kukuřičné
1;Bramborová s pečeným česnekem
1;Bramborova kase pod grilem
1;Mozzarellový salát s crème fraîche
1;Volské oko
0;Telecí blanket
0;Svíčková
0;Řecké masové kuličky s dipem z fety
1;Cappelletti s jarními cibulkami
1;Opékaný sýr akawi s okurkovým salátem
1;Bylinkové brambory
1;Zapečené papriky plněné jáhlami
1;Marinovaná feta
0;Kuličky z vinné klobásy
1;Omeleta s hráškem a sýrem
0;Vepřové na celeru a pomerančích
1;Zapečené gnocchi s brokolicí a sýrem
0;Jehněčí pečeně s bazalkovo-mátovým pestem
1;Chřest s estragonovým dresinkem
0;Kotlety v parmazánové omáčce
0;Tatarský biftek
1;Bramborák s cuketou a čerstvou majoránkou
1;Ovesné smaženky s mrkví
0;Zabijačkový guláš dušený v troubě
1;Jedlé kaštany
0;Veselý pekáč
1;Vláčná míchaná vejce se zeleninou
1;Luxusní ratatouille
1;Opékané sladké brambory s fetou a pošírovaným vejcem
1;Lučinová frittata s pórkem
0;Chilli con carne
1;Rajské fondue z kraje Valais
1;Topinky s tapenádou a vejcem
1;Teplý bramborový salát
1;Těstoviny primavera
0;Sekaná s fetou
1;Čínské houby s rýží
1;Parmazánové loďky
1;Bramborové placky se sýrem
1;Medová zimní zelenina
0;Klobásky v dušeném červeném zelí
0;Bůček s omáčkou ze švestek & špaldový salát
0;Grilovací klobásky zapečené v těstíčku
0;Steak s topinkami a salátem
1;Sushi pro začátečníky
0;Špagety s králíkem a olivami
1;Jarní rizoto s potočnicí
0;Vepřové maso se žampióny v sojové omáčce
0;Steakburgery v houbové omáčce
1;Domácí jogurt v pomalém hrnci
0;Krkovička pro vítanou návštěvu
1;Bramboračka s libečkem
0;Pečeně s jablky a rozmarýnem
1;Lupínky s pikantní pomazánkou
1;Zapékané brambory s houbami
0;Kořeněné hovězí chilli
1;Těstoviny s opečenou zeleninou
0;Čučvara (pelmeně po uzbecku)
1;Cuketové placičky s okurkovým salátkem
1;Cibule pečená v soli
1;Sladkokyselé kuře & paprika ve woku
0;Hovězí & fazolkové karbanátky
1;Vegetariánské rizoto
1;Košarí
1;Batátové lodičky s čočkou
0;Smaženky s jehněčím
1;Brambory přelité smetanou s ořechy
0;Placky s pomalu pečeným bůčkem po čínsku
1;Rozmáčknuté nové brambůrky
1;Šťouchané topinambury
1;Opékaný salát s tofu a chilli papričkou
0;Steak s omáčkou z kozího sýra
1;Kuskus se sušenými rajčaty
0;Kuře v buffalo omáčce s klínkovým salátem
1;Smažené plněné olivy
1;Kořeněné opékané brambory
0;Anglická hovězí pečeně čili roastbeef
1;Smažené plněné papričky
0;Tataráček & hranolky
0;Tagliatelle s kančím ragú a pecorinem di Pienza
0;Pečená jehněčí kýta s bramborami
0;Králík  s hruškami
0;Hovězí a vepřové satay s arašídovou omáčkou
0;Boloňské klobásky
1;Špenát s piniovými oříšky a česnekem
1;Petrželka na způsob kosmatice
0;Vepřová krkovička s cuketou na smetaně
0;Steak s pepřovou omáčkou
1;Fettuccine s lambruscem
1;Zlaté brambůrky
1;Kraslice
1;Burgery z řepy a fety
0;Šneci po burgundsku
0;Panenka s perníkovou omáčkou
0;Masové kuličky v rajčatové omáčce
1;Ovoce s vinnou pěnou
1;Třísýrová kaše
0;Rostbíf v hořčici
1;Vegetariánský Reuben sendvič
0;Sekaná s hořčicí a kmínem
0;Grilovaná panenka
0;Kotletky s jablkovým čatní
1;Hlívový guláš
0;Daňčí klobásky s pečenou zeleninou a cibulovou omáčkou
1;Brynzovník
1;Závin s bylinkovými bramborami
0;Poctivá sekaná pečená se zeleninou
0;Vařené vepřové maso se zimní zeleninou
1;Staročeský kuba
0;Domácí vinná klobása
1;Plněné lilky
0;Vepřové na zázvoru
0;Janina boloňská omáčka se špagetami
1;Nové brambory pečené s česnekem
1;Hermelín na grilu
1;Polévka s kousky čedaru a celeru
0;Citronové kuličky z vepřového
1;Hunc
0;Vepřové medailonky s olivovou krustou
1;Pečená dýně s chilli
1;Pečená vejce po mexicku
1;Smažený hermelín obalený v kokosu
1;Cuketové jednohubky s bazalkovým pestem
1;Kvašená zelenina
0;Kančí kýta s brusinkovou omáčkou
0;Bůček na sečuánském a růžovém pepři & karamel
0;Hovězí pečeně na víně
1;Galetky se špenátem a vejcem
1;Papričky jalapeños se sýrem
1;Pečený bramborák se zelím a uzeným
1;Rajčátka s avokádovou pěnou
0;Bleskurychlá musaka
1;Zelený pilaf
0;Řecké špízy
1;Sýrové krokety s řeřichou
1;Rýžovo-čočkový salát s červenou řepou
0;Rozmarýnový králík s bramborovými šiškami
1;Květák jako mozeček
0;VIDEO: Svíčková s Amnesty
0;Vepřové na pivě a medu
1;Patatas bravas s rajčatami a chilli
0;Jehněčí pilaf s kokosem a mangem
0;Jehněčí burger s grilovanými chilli papričkami
1;Salát s novými bramborami
1;Bramborová kaše s chilli a česnekem
1;Plněné pečené brambory
1;Vídeňský bramborový salát
1;Pikantní zelí
0;Maďarský perkelt
0;Císařské řízky s aïoli
1;Bílá houbová omáčka s žemličkami
1;Špagety s cuketou a pošírovaným kuřecím masem
1;Kedlubnové zelí
1;Česnekové oči
1;Bramborové chilli provázky
0;Kančí burger s brusinkami
1;Kadeřávkové lupínky s citronovou solí a dukkou
0;Netradičně tradiční vepřo knedlo zelo
0;Vepřové medailonky
0;Masové kuličky s ovocem
1;Bramborová kaše s hráškem
1;Kopřivová nádivka
0;Steak s portobellem a bramborovou kaší
1;Čapátí
1;Balzamikové kedlubny
0;Bůčková roláda
1;Krémová polévka s kapustou
0;Křenová omáčka z Lokálu
1;Zeleninové balíčky
0;Párečky v chilli omáčce
1;Gratinované brambory s tymiánem
1;Halušky s tvarohem
1;Zapékaný kozí sýr s medem a ořechy
1;Pondělní rýže
1;Pečená dýně se srirachou
1;Zelenina v těstíčku (tempura) se sójovou omáčkou
0;Špagety s králíkem a fíky
1;Brambory gratinované čtyřmi druhy sýrů
0;Pomalu pečená jehněčí kýta & brambory boulangère
1;Červená pšenice s červenou řepou
0;Telecí Saltimbocca - Chefparade
0;Masové kuličky s melounovým salátem
1;Houbová smaženice
0;Italské ossobuco - základní recept
0;Pečené klobásky s dýní
0;Burger s hovězím steakem
1;Těstoviny s lilkem a kouřovou omáčkou
1;Won ton
1;Domácí mozzarella
1;Citronové brambory
1;Toskánská ribollita
0;Vepřový bok na černém pivě
1;Letní vejce z jedné pánve
0;Vepřový bůček na chleba
1;Pečené rizoto s houbami
0;Grilované masové válečky s bylinkami
1;Bochánky s brokolicí a mortadellou
1;Bramborová omeleta s pikantním sýrem
0;Steak s grilovanými bramborami
0;Ostré hovézí s bylinným kuskusem
0;Houbová paštika
0;Pikantní masové kuličky
0;Hamburgery s plísňovým sýrem
1;Mačkané bylinkové brambory
1;Domácí jogurt
0;Blesková porchetta
0;Vařené hovězí žebro s feferonovou hořčicí a jablečným křenem
1;Mexická rýže
1;Jáhlový kuba
0;Vepřové kotlety se sladkokyselou cizrnou
1;Letní caponata
1;Červená řepa po burgundsku
0;Jehněčí burger
0;Hovězí tatarský biftek
0;Hovězí terijaki na salátových listech
1;Placičky ze špagetové dýně
0;Vepřová kotleta s fazolovým ragů
1;Salát z červené řepy se sýrem Cottage
1;Rizoto s červenou řepou
0;Utopenec
1;Sendvič s bramborovými chipsy
0;Vepřová terina s játry
0;Řízečky k 
0;Vepřové kotlety v troubě
1;Kari massaman s chlebovníkem podle Sofie Smith
1;Fíky ve filo těstě s kozím sýrem a černým pepřem
0;Dršťky po italsku
1;Ovocná zálivka
0;Teplé bagely s hovězím
1;Pekáček s polentou
1;Nové brambůrky v zakysané smetaně
0;Rillettes
0;Švýcarský sýrový řízek
1;Lehké gratinované brambory
0;Hovězí ragú s dýní
1;Domácí čerstvý sýr
1;Čínská smažená rýže
0;Bulgogi
0;Vepřový řízek s kapary a šalvějovým máslem
1;Rajčatové pulao
1;Zeleninové špízy
0;Dušené hovězí po řecku s rozinkami
